0,source,label,type
Hahaha 7:0,youtube,,league
At least we showed the whole world what the greatest team in England is,youtube,,league
cr7,youtube,,league
So glad Ronaldo left this …… thing.,youtube,,league
I&#39;ve always loved Gakpo&#39;s second celebration.,youtube,,league
And the team was better without ronaldo 🤣,youtube,,league
Miserable Manchester Divided😅,youtube,,league
I rewatched this match hoping that the score could increase to 8-0 😂,youtube,,league
ez,youtube,,league
I love to watch when united is losing 😂,youtube,,league
"These commentators were awful - like they&#39;ve been crying into their trousers for a career.  Awful b!as,, shameful!!<br><br><i>RessspeKt!1</i>",youtube,,league
"These commentators were awful - like they&#39;ve been crying into their pants for a career.  Awful bias,, shameful!!<br><br><i>ResssspeKt!1</i>",youtube,,league
😂😂,youtube,,league
Ten Hag famously said before this game that Anfield is just another stadium. 😅😅😅😅😅,youtube,,league
Such a “competitive” match ey?,youtube,,league
Ronaldo&#39;s Fault 😢,youtube,,league
Suuuuuuuu effects u r gonna be biggest losser😂,youtube,,league
And then 7 Haag was born ❤,youtube,,league
:),youtube,,league
Rashford tripped over him self and fabino gets a yellow. Disgraceful,youtube,,league
Big club&#39; 7 vs 0 small club,youtube,,league
😂,youtube,,league
"such a shame, man united players got huge huge salary with garbage results",youtube,,league
The 7 goals must be standing for „CR 7 was the problem…“ 🤣,youtube,,league
This guyw ith lonytail is a waste,youtube,,league
lmao wtf MU,youtube,,league
this MU was cursed by Alex Ferguson,youtube,,league
Salah with 5 goal invovlments is massive!! ❤,youtube,,league
CR7 Tribute  in Anfield 😂😂😂,youtube,,league
Always fun to go back to this game 😉. Even better knowing the following 1 was too much for bruno to be involved with so he took a stupid yellow knowing he&#39;d miss it 🤣🤣,youtube,,league
salah really beats out martinez,youtube,,league
Seven heaven,youtube,,league
its like all the united fans in my country have gone into hiding,youtube,,league
Cr 7 for a reason 😂😂,youtube,,league
Ten hag masterpiece,youtube,,league
Ten hag best coach at the moment,youtube,,league
I absolutely loved this even as a Stoke fan!,youtube,,league
salah really hates man utd....he&#39;s always doing too much whenever he faces them !,youtube,,league
Ten haag should resign,youtube,,league
Whenever I am having a bad day I watch this.,youtube,,league
x7,youtube,,league
This is one of the most beautiful matches ever in the history of premier league..... YOU&#39;LL NEVER WALK ALONE 😍😍🥰🥰,youtube,,league
Why rewind? Nak kena masuk gua lg ke,youtube,,league
But ronaldo is the problem!!!!!!!!!!!!!!!!!!,youtube,,league
ten hang,youtube,,league
Fish n chips n watching them get humiliated. What an early start to a weekend.,youtube,,league
Did anyone see nunez header no look,youtube,,league
This is just the best lol.,youtube,,league
The problem with ManU is evidently CR7,youtube,,league
"Mo Salah lot&#39;s of love ❤ from <a href=""http://www.youtube.com/results?search_query=%23india"">#India</a>❤",youtube,,league
Ow wow i like what i see .<br>That&#39;s great team play. Keep it up,youtube,,league
bang udah bang😭,youtube,,league
Siuuuuu😂😂,youtube,,league
WHAT IS GOING ON GUYS,youtube,,league
what a way to start my morning with this,youtube,,league
"And this was <a href=""http://www.youtube.com/results?search_query=%23liverpool"">#Liverpool</a> &#39;s worst season..",youtube,,league
Contoh yang baik,youtube,,league
Iam so happy to see Manchester United like this for disrespect they did to cr7.,youtube,,league
"And De Gea said I&#39;m out of here..and left, should&#39;ve left sooner imo but better late than never",youtube,,league
"This is one of the things I love about Klopp&#39;s Liverpool. Even if they&#39;re going through a worse season, it&#39;s never a boring one.",youtube,,league
The 7 miracle😂,youtube,,league
I love it when Núnez scores❤,youtube,,league
MASHA ALLOH  SALOH  DARAJANG OLIY BO&#39;LSIN ILOHIM,youtube,,league
Nunes is being very selfish and often it&#39;is costing to Liverpoo.l,youtube,,league
"Harry Wilson came to a great impact. I still like the little lad. Congratulations to lfc for reaching the final,and good luck to them on the finale",youtube,,league
"What was that? Nunez refused to make a pass to Diaz for the second goal. <a href=""about:invalid#zCSafez""></a>",youtube,,league
Liverpool sold mane and got 2 mane in the making,youtube,,league
"Well done to our lads taking us to another Carabao Cup final. Very impressed with Fulham they are a proper team and did not make this easy at all. They play with passion and fire and that&#39;s a joy to watch. Our former boy Harry Wilson was top class, he was at the heart of everything.",youtube,,league
Nunez he is good 👍,youtube,,league
Why not Fulham Wins 😢😐😤,youtube,,league
Darwin is getting better!,youtube,,league
"Although this is EFL Cup, a trophy is a trophy",youtube,,league
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,youtube,,league
Great reds🟥❤,youtube,,league
Luis Díaz 🇨🇴🔥,youtube,,league
This match remember me to betis aginst rayo vallecano in la copa del rey,youtube,,league
"Bradley, what a young player",youtube,,league
YNWA..🤘,youtube,,league
Игроки Ливерпуля начали жадничать с последним пасом!,youtube,,league
Well done boys we will know find our in the final 😂😂😂 final is not a joke😂😂😂,youtube,,league
Well done ßoys❤🔴🍾,youtube,,league
I love the way we always counter with pace,youtube,,league
🎊リヴァプールの皆さん、決勝進出おめでとうございます🎉🥳日本からご挨拶💐<br><br>Congratulations to everyone at Liverpool for making it to the final.👍⚽<br>Greetings from Japan.🤗🫶,youtube,,league
"Darwin Nuñez was very selfish, he had to deliver in two scoring options and he didn&#39;t, you have to think about the team and not yourself.",youtube,,league
We never walk alone,youtube,,league
finalllllllllllllllllllllllllllllllllllllllllllllllll,youtube,,league
Go Reds ! From Italy 🇮🇹,youtube,,league
"Awesome Result for the REDS, WELL DONE LADS🎉, Watch more Liverpool FC fun @OTM_Hero_Kids",youtube,,league
YNWA🎉🎉🎉🎉🎉🎉🎉🎉🎉,youtube,,league
So who made it to the finals please tell me,youtube,,league
"At <a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m53s"">0:53</a> if that pass was given to Salah",youtube,,league
Liverpool ❤,youtube,,league
What country is this?,youtube,,league
Salah is a best,youtube,,league
Diaz ❤,youtube,,league
It is not enough result for liverpool,youtube,,league
Dissapointing result but at least we go to the final with a fit liverpool team ( including thiago),youtube,,league
❤❤❤❤🎉,youtube,,league
Nunez should have passed a through ball to luis diaz on that counter attack but all in all good game and on to the finals,youtube,,league
Gutted Wilson isnt ours anymore but happy for him tho,youtube,,league
"Nuñes y Diaz, vamos con toda",youtube,,league
anyone notice no one passes to gakpo?.. that counter gakpo waited twice and i notice nunez are taking all the shots since salah isnt playing,youtube,,league
Liverpool could play better without Van Big Dik. He is a shameful captain. Trully a Cinderella.,youtube,,league
Nunez khan pass mai ta se aww.....goal ngei ang..,youtube,,league
"How poor the cinderella captain to protect his defense area. Van Bik Dik must be retired from Liveepool squad. Van,Bik Dik is a cinderella.",youtube,,league
"We didn,t do a draw we won 3/2😊😊😊",youtube,,league
Klopp is the Jozzz....👍👍👍,youtube,,league
Cant understand why Harvey Elliott got booed by the Fulham fans. He left when he was only 16 and he didnt exactly go Torres about it,youtube,,league
Up,youtube,,league
Nunez is finding his peak,youtube,,league
Bradley have better defending than trent,youtube,,league
Nunes is not passing Ball when needed,youtube,,league
Quansah becoming VVD apprentice in a way the injury to Matip cpuld benefit us,youtube,,league
Darwin nunez mode default..,youtube,,league
High we go😮😮got😮,youtube,,league
"Not our greatest night at all, Klopp made the wrong choice with subs but we managed to cling on. Gravenberch needed to come off at Half time, he&#39;s just not completely there yet for me.",youtube,,league
nunez should play the fkn ball,youtube,,league
"Liverpool could made won by the scroe 3 to 1 🥲, but its ok as long as we make it to the finals",youtube,,league
"<a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m55s"">0:55</a> why Nunez did not want to pass Diaz ??🫥😡",youtube,,league
How I wish Nunez scored after that beautiful turn and strike,youtube,,league
STOP playing Gravensheit!!! FFS we are playing with 10 mem every second he is on... theres not ONE pitch in your town on a sunday that does not have ATLEAST 5 players BETTER than him !!!! Stop playing him its ABSOLUTELY MENTAL !!!!,youtube,,league
"Alhamdulillah,menang lagi👍💪👍💪",youtube,,league
"Selamat untuk Liverpool FC permainan yang sangat indah dan konsisten semoga Juara  di carabao ,FA , Liga , musim ini mendapat hasil positif",youtube,,league
"Great football club  ,Liverpool ,,",youtube,,league
Congratulation to liverpool for winning the carabao cup,youtube,,league
"Made up with win but no thanks to the dickead who chucked the flare , no wonder no fist pumps from klopp this time",youtube,,league
"Brooh, the Mini Virgil it&#39;s so realy ❤❤❤",youtube,,league
2023/2024:Quadruple Winners,youtube,,league
Nunez was insane in this game,youtube,,league
What a player Quansah is already 🔥🔥,youtube,,league
Liverpool &gt;&gt;&gt;&gt;&gt;&gt;other team,youtube,,league
❤✌️,youtube,,league
Horrific second half performance by Liverpool,youtube,,league
AlhamdulilLah...Masuk final❤,youtube,,league
Did you guys see Darwin&#39;s turn 🤯🤯🤯,youtube,,league
Diaz 🔥🔥🔥,youtube,,league
Final: Chelsea 3 Liverpool 1. Don&#39;t say I didn&#39;t tell you 😂,youtube,,league
"Nunez getting a bit greedy?? could have passed <a href=""https://www.youtube.com/watch?v=UJ7Ou-vI3pI&amp;t=0m53s"">0:53</a>",youtube,,league
Liverpool ❤❤❤,youtube,,league
Darwin Nunez always late to take a chance 😂<br>Very slowly like a snail,youtube,,league
Liverpool vs chelsea again. Liverpool winning on pens,youtube,,league
"Man, crazy what a little midfield rebuild can do for a team. Well done to the boys.",youtube,,league
We are Liverpool ❤❤❤,youtube,,league
Abolishing offside in soccer,youtube,,league
"Well done, Luis Díaz!!",youtube,,league
Coach Justin cenayang sumpah,youtube,,league
YNWA,youtube,,league
We Hope on the 25 feb we&#39;ll see the best game from our Reds🔴,youtube,,league
I don&#39;t understand why nunez don&#39;t pass the ball to diaz at the counter after fulham hits the post?,youtube,,league
Why boo Elliott <br><br><br><br><br>Jjkk i know the reason,youtube,,league
